GeneSymbol	accession
ENSG00000283514	MIR3975	ENSG00000283514
ENSG00000266965	AC090220.1	ENSG00000266965
ENSG00000267397	AC090229.1	ENSG00000267397
ENSG00000267797	NRBF2P1	ENSG00000267797
ENSG00000207797	MIR187	ENSG00000207797
ENSG00000265641	MIR3929	ENSG00000265641
ENSG00000267627	AC118757.1	ENSG00000267627
ENSG00000141428	C18orf21	ENSG00000141428
ENSG00000278986	AC091060.1	ENSG00000278986
ENSG00000141425	RPRD1A	ENSG00000141425
ENSG00000141424	SLC39A6	ENSG00000141424
ENSG00000134759	ELP2	ENSG00000134759
ENSG00000260552	AC023043.1	ENSG00000260552
ENSG00000075643	MOCOS	ENSG00000075643
ENSG00000274849	AC023043.4	ENSG00000274849
ENSG00000267404	AC023043.2	ENSG00000267404
ENSG00000267456	AC023043.3	ENSG00000267456
ENSG00000134775	FHOD3	ENSG00000134775
ENSG00000134779	TPGS2	ENSG00000134779
ENSG00000150477	KIAA1328	ENSG00000150477
ENSG00000267039	AC016493.1	ENSG00000267039
ENSG00000267651	AC015961.1	ENSG00000267651
ENSG00000101489	CELF4	ENSG00000101489
ENSG00000267707	AC015961.2	ENSG00000267707
ENSG00000267202	AC090386.1	ENSG00000267202
ENSG00000279678	AC090386.2	ENSG00000279678
ENSG00000279543	AC129908.1	ENSG00000279543
ENSG00000266530	MIR4318	ENSG00000266530
ENSG00000243516	RPL12P40	ENSG00000243516
ENSG00000268566	AC100781.1	ENSG00000268566
ENSG00000222704	RN7SKP182	ENSG00000222704
ENSG00000253038	RNU6-706P	ENSG00000253038
ENSG00000267374	AC016205.1	ENSG00000267374
ENSG00000283458	AC011139.1	ENSG00000283458
ENSG00000175886	RPL7AP66	ENSG00000175886
ENSG00000283615	MIR924	ENSG00000283615
ENSG00000283645	MIR5583-2	ENSG00000283645
ENSG00000266148	MIR5583-1	ENSG00000266148
ENSG00000212354	RNU6-1242P	ENSG00000212354
ENSG00000267413	LINC01901	ENSG00000267413
ENSG00000283503	LINC01902	ENSG00000283503
ENSG00000279034	AC011266.1	ENSG00000279034
ENSG00000261715	LINC01477	ENSG00000261715
ENSG00000267664	RPL17P45	ENSG00000267664
ENSG00000267313	KC6	ENSG00000267313
ENSG00000267652	AC011712.1	ENSG00000267652
ENSG00000225253	AC011225.1	ENSG00000225253
ENSG00000078142	PIK3C3	ENSG00000078142
ENSG00000276174	AC087683.2	ENSG00000276174
ENSG00000267088	AC087683.1	ENSG00000267088
ENSG00000267586	LINC00907	ENSG00000267586
ENSG00000253040	RNA5SP454	ENSG00000253040
ENSG00000152214	RIT2	ENSG00000152214
ENSG00000132872	SYT4	ENSG00000132872
ENSG00000278933	AC022743.1	ENSG00000278933
ENSG00000267716	AC083760.1	ENSG00000267716
ENSG00000202060	RNA5SP455	ENSG00000202060
ENSG00000267573	KRT8P5	ENSG00000267573
ENSG00000267337	LINC01478	ENSG00000267337
ENSG00000277899	MLECP1	ENSG00000277899
ENSG00000267414	AC120049.1	ENSG00000267414
ENSG00000152217	SETBP1	ENSG00000152217
ENSG00000280365	AC021766.1	ENSG00000280365
ENSG00000265957	MIR4319	ENSG00000265957
ENSG00000279319	AC105074.1	ENSG00000279319
ENSG00000267101	AC090376.1	ENSG00000267101
ENSG00000132874	SLC14A2	ENSG00000132874
ENSG00000267097	SLC14A2-AS1	ENSG00000267097
ENSG00000266988	AC021517.1	ENSG00000266988
ENSG00000267354	AC091151.1	ENSG00000267354
ENSG00000266968	AC023421.1	ENSG00000266968
ENSG00000267193	AC023421.2	ENSG00000267193
ENSG00000141469	SLC14A1	ENSG00000141469
ENSG00000267558	AC087685.1	ENSG00000267558
ENSG00000197046	SIGLEC15	ENSG00000197046
ENSG00000152223	EPG5	ENSG00000152223
ENSG00000152229	PSTPIP2	ENSG00000152229
ENSG00000222179	RN7SKP26	ENSG00000222179
ENSG00000267293	AC012569.1	ENSG00000267293
ENSG00000252034	RNY4P37	ENSG00000252034
ENSG00000152234	ATP5A1	ENSG00000152234
ENSG00000152240	HAUS1	ENSG00000152240
ENSG00000251939	RNU6-1278P	ENSG00000251939
ENSG00000152242	C18orf25	ENSG00000152242
ENSG00000141622	RNF165	ENSG00000141622
ENSG00000279829	AC015959.1	ENSG00000279829
ENSG00000167210	LOXHD1	ENSG00000167210
ENSG00000101638	ST8SIA5	ENSG00000101638
ENSG00000240983	AC090311.1	ENSG00000240983
ENSG00000270112	AC090241.2	ENSG00000270112
ENSG00000274776	AC090241.3	ENSG00000274776
ENSG00000078043	PIAS2	ENSG00000078043
ENSG00000267587	AC090241.1	ENSG00000267587
ENSG00000279354	AC090373.1	ENSG00000279354
ENSG00000167216	KATNAL2	ENSG00000167216
ENSG00000274744	ELOA3D	ENSG00000274744
ENSG00000275553	ELOA3C	ENSG00000275553
ENSG00000278674	ELOA3B	ENSG00000278674
ENSG00000183791	ELOA3	ENSG00000183791
ENSG00000206181	ELOA2	ENSG00000206181
ENSG00000280212	AC012254.5	ENSG00000280212
ENSG00000266957	AC012254.1	ENSG00000266957
ENSG00000267724	AC012254.3	ENSG00000267724
ENSG00000167220	HDHD2	ENSG00000167220
ENSG00000267228	AC012254.2	ENSG00000267228
ENSG00000267800	AC012254.4	ENSG00000267800
ENSG00000134049	IER3IP1	ENSG00000134049
ENSG00000215474	SKOR2	ENSG00000215474
ENSG00000201825	RNU6-1131P	ENSG00000201825
ENSG00000267761	MIR4527HG	ENSG00000267761
ENSG00000266582	MIR4527	ENSG00000266582
ENSG00000261307	AC102797.1	ENSG00000261307
ENSG00000279367	AC102797.2	ENSG00000279367
ENSG00000267156	TPMTP1	ENSG00000267156
ENSG00000267187	AC026898.1	ENSG00000267187
ENSG00000175387	SMAD2	ENSG00000175387
ENSG00000267541	MTCO2P2	ENSG00000267541
ENSG00000279707	AC120349.3	ENSG00000279707
ENSG00000269365	AC120349.1	ENSG00000269365
ENSG00000279366	AC120349.2	ENSG00000279366
ENSG00000184828	ZBTB7C	ENSG00000184828
ENSG00000278891	AC105101.1	ENSG00000278891
ENSG00000206944	RNU6-708P	ENSG00000206944
ENSG00000280197	C18orf12	ENSG00000280197
ENSG00000200872	RNA5SP456	ENSG00000200872
ENSG00000277907	AC024288.1	ENSG00000277907
ENSG00000266984	POLR3GP2	ENSG00000266984
ENSG00000134030	CTIF	ENSG00000134030
ENSG00000278983	AC048380.2	ENSG00000278983
ENSG00000279629	AC048380.3	ENSG00000279629
ENSG00000266276	MIR4743	ENSG00000266276
ENSG00000267762	AC048380.1	ENSG00000267762
ENSG00000279250	AC022919.1	ENSG00000279250
ENSG00000267764	AC093567.1	ENSG00000267764
ENSG00000101665	SMAD7	ENSG00000101665
ENSG00000266905	AC114684.1	ENSG00000266905
ENSG00000280335	AC016866.3	ENSG00000280335
ENSG00000264269	AC016866.1	ENSG00000264269
ENSG00000141627	DYM	ENSG00000141627
ENSG00000263849	MIR4744	ENSG00000263849
ENSG00000265128	AC016866.2	ENSG00000265128
ENSG00000266696	AC044840.1	ENSG00000266696
ENSG00000263895	AC100778.1	ENSG00000263895
ENSG00000264971	PRR13P4	ENSG00000264971
ENSG00000177576	C18orf32	ENSG00000177576
ENSG00000215472	RPL17-C18orf32	ENSG00000215472
ENSG00000263916	AC100778.2	ENSG00000263916
ENSG00000265496	AC100778.4	ENSG00000265496
ENSG00000284239	MIR1539	ENSG00000284239
ENSG00000265681	RPL17	ENSG00000265681
ENSG00000202093	SNORD58C	ENSG00000202093
ENSG00000206602	SNORD58A	ENSG00000206602
ENSG00000271982	SNORD58B	ENSG00000271982
ENSG00000265182	AC100778.3	ENSG00000265182
ENSG00000264464	AC091170.1	ENSG00000264464
ENSG00000101670	LIPG	ENSG00000101670
ENSG00000267444	SMUG1P1	ENSG00000267444
ENSG00000267674	AC090227.2	ENSG00000267674
ENSG00000167315	ACAA2	ENSG00000167315
ENSG00000266997	AC090227.1	ENSG00000266997
ENSG00000267322	SNHG22	ENSG00000267322
ENSG00000251992	SCARNA17	ENSG00000251992
ENSG00000252139	SCARNA18	ENSG00000252139
ENSG00000167306	MYO5B	ENSG00000167306
ENSG00000201668	Y_RNA	ENSG00000201668
ENSG00000200527	RNA5SP457	ENSG00000200527
ENSG00000267196	AC091044.1	ENSG00000267196
ENSG00000267511	ADAD1P2	ENSG00000267511
ENSG00000267591	AC105224.1	ENSG00000267591
ENSG00000283343	MIR4320	ENSG00000283343
ENSG00000240663	RN7SL310P	ENSG00000240663
ENSG00000172361	CFAP53	ENSG00000172361
ENSG00000277310	AC090246.1	ENSG00000277310
ENSG00000141644	MBD1	ENSG00000141644
ENSG00000154832	CXXC1	ENSG00000154832
ENSG00000267695	AC105227.1	ENSG00000267695
ENSG00000274930	AC105227.2	ENSG00000274930
ENSG00000251997	RNA5SP458	ENSG00000251997
ENSG00000154839	SKA1	ENSG00000154839
ENSG00000239780	AC090638.1	ENSG00000239780
ENSG00000141639	MAPK4	ENSG00000141639
ENSG00000267713	AC012433.1	ENSG00000267713
ENSG00000134042	MRO	ENSG00000134042
ENSG00000267233	HNRNPA3P16	ENSG00000267233
ENSG00000239689	AC015864.1	ENSG00000239689
ENSG00000082212	ME2	ENSG00000082212
ENSG00000200752	Y_RNA	ENSG00000200752
ENSG00000141642	ELAC1	ENSG00000141642
ENSG00000267699	AC091551.1	ENSG00000267699
ENSG00000141646	SMAD4	ENSG00000141646
ENSG00000267717	AC090330.1	ENSG00000267717
ENSG00000176624	MEX3C	ENSG00000176624
ENSG00000207154	RNU1-46P	ENSG00000207154
ENSG00000227115	LINC01630	ENSG00000227115
ENSG00000266201	SS18L2P2	ENSG00000266201
ENSG00000266003	AC109315.1	ENSG00000266003
ENSG00000265402	AC011260.1	ENSG00000265402
ENSG00000265712	AC027216.1	ENSG00000265712
ENSG00000215457	AC022701.1	ENSG00000215457
ENSG00000266335	AC016383.1	ENSG00000266335
ENSG00000187323	DCC	ENSG00000187323
ENSG00000280098	AC011155.2	ENSG00000280098
ENSG00000273762	AC011155.1	ENSG00000273762
ENSG00000263872	MIR4528	ENSG00000263872
ENSG00000264263	AC103949.1	ENSG00000264263
ENSG00000263438	LINC01919	ENSG00000263438
ENSG00000260433	LINC01917	ENSG00000260433
ENSG00000242945	AC015524.1	ENSG00000242945
ENSG00000264296	AC090666.1	ENSG00000264296
ENSG00000134046	MBD2	ENSG00000134046
ENSG00000207233	SNORA37	ENSG00000207233
ENSG00000277324	AC093462.1	ENSG00000277324
ENSG00000101751	POLI	ENSG00000101751
ENSG00000174448	STARD6	ENSG00000174448
ENSG00000166845	C18orf54	ENSG00000166845
ENSG00000264350	AC090897.1	ENSG00000264350
ENSG00000283613	AC090897.3	ENSG00000283613
ENSG00000264564	AC090897.2	ENSG00000264564
ENSG00000267428	AC091135.1	ENSG00000267428
ENSG00000178690	DYNAP	ENSG00000178690
ENSG00000041353	RAB27B	ENSG00000041353
ENSG00000267524	RPSAP57	ENSG00000267524
ENSG00000267311	AC007673.1	ENSG00000267311
ENSG00000267112	AC098848.1	ENSG00000267112
ENSG00000166510	CCDC68	ENSG00000166510
ENSG00000267647	AC098848.2	ENSG00000267647
ENSG00000267013	LINC01929	ENSG00000267013
ENSG00000252437	RNA5SP459	ENSG00000252437
ENSG00000196628	TCF4	ENSG00000196628
ENSG00000267028	TCF4-AS1	ENSG00000267028
ENSG00000264571	MIR4529	ENSG00000264571
ENSG00000267402	TCF4-AS2	ENSG00000267402
ENSG00000242320	RPL21P126	ENSG00000242320
ENSG00000267284	AC022031.2	ENSG00000267284
ENSG00000267325	LINC01415	ENSG00000267325
ENSG00000267172	AC022031.1	ENSG00000267172
ENSG00000260930	LINC01416	ENSG00000260930
ENSG00000267327	AC009271.1	ENSG00000267327
ENSG00000206129	AC006305.1	ENSG00000206129
ENSG00000267057	LINC01905	ENSG00000267057
ENSG00000267399	AC006305.2	ENSG00000267399
ENSG00000201816	SNORA73	ENSG00000201816
ENSG00000267712	LINC01539	ENSG00000267712
ENSG00000267732	AC006305.3	ENSG00000267732
ENSG00000091164	TXNL1	ENSG00000091164
ENSG00000091157	WDR7	ENSG00000091157
ENSG00000206865	Y_RNA	ENSG00000206865
ENSG00000267146	AC012301.1	ENSG00000267146
ENSG00000212539	U3	ENSG00000212539
ENSG00000267225	WDR7-OT1	ENSG00000267225
ENSG00000258609	LINC-ROR	ENSG00000258609
ENSG00000267789	AC100775.1	ENSG00000267789
ENSG00000228075	BOD1L2	ENSG00000228075
ENSG00000267726	LINC02565	ENSG00000267726
ENSG00000202240	RNU6-737P	ENSG00000202240
ENSG00000177511	ST8SIA3	ENSG00000177511
ENSG00000277837	AC090340.1	ENSG00000277837
ENSG00000119547	ONECUT2	ENSG00000119547
ENSG00000066926	FECH	ENSG00000066926
ENSG00000278703	AC100847.1	ENSG00000278703
ENSG00000134440	NARS	ENSG00000134440
ENSG00000267040	AC027097.1	ENSG00000267040
ENSG00000267787	AC027097.2	ENSG00000267787
ENSG00000081923	ATP8B1	ENSG00000081923
ENSG00000202159	RNU6-742P	ENSG00000202159
ENSG00000231544	RSL24D1P11	ENSG00000231544
ENSG00000267209	LINC01897	ENSG00000267209
ENSG00000235028	HMGN1P30	ENSG00000235028
ENSG00000049759	NEDD4L	ENSG00000049759
ENSG00000267743	AC107896.1	ENSG00000267743
ENSG00000267504	AC090236.2	ENSG00000267504
ENSG00000267396	AC090236.1	ENSG00000267396
ENSG00000267675	AC105105.3	ENSG00000267675
ENSG00000267391	AC105105.2	ENSG00000267391
ENSG00000284440	MIR122	ENSG00000284440
ENSG00000207778	MIR3591	ENSG00000207778
ENSG00000276403	AC105105.5	ENSG00000276403
ENSG00000198796	ALPK2	ENSG00000198796
ENSG00000274354	AC105105.4	ENSG00000274354
ENSG00000267257	AC105105.1	ENSG00000267257
ENSG00000267579	AC104971.3	ENSG00000267579
ENSG00000252284	SNORA108	ENSG00000252284
ENSG00000239659	AC104971.1	ENSG00000239659
ENSG00000275418	AC104971.4	ENSG00000275418
ENSG00000267226	AC104971.2	ENSG00000267226
ENSG00000172175	MALT1	ENSG00000172175
ENSG00000267476	AC104365.1	ENSG00000267476
ENSG00000266946	MRPL37P1	ENSG00000266946
ENSG00000267705	AC104365.3	ENSG00000267705
ENSG00000267501	AC104365.2	ENSG00000267501
ENSG00000201598	RNU6-219P	ENSG00000201598
ENSG00000267593	LINC01926	ENSG00000267593
ENSG00000199713	U8	ENSG00000199713
ENSG00000074657	ZNF532	ENSG00000074657
ENSG00000251870	RNU2-69P	ENSG00000251870
ENSG00000224367	OACYLP	ENSG00000224367
ENSG00000267215	AC040963.1	ENSG00000267215
ENSG00000166562	SEC11C	ENSG00000166562
ENSG00000134443	GRP	ENSG00000134443
ENSG00000134438	RAX	ENSG00000134438
ENSG00000166569	CPLX4	ENSG00000166569
ENSG00000074695	LMAN1	ENSG00000074695
ENSG00000267677	AC016229.2	ENSG00000267677
ENSG00000183287	CCBE1	ENSG00000183287
ENSG00000267000	AC016229.1	ENSG00000267000
ENSG00000267061	AC090213.1	ENSG00000267061
ENSG00000267269	AC010776.1	ENSG00000267269
ENSG00000267774	AC010776.2	ENSG00000267774
ENSG00000273664	AC010776.3	ENSG00000273664
ENSG00000224161	AC098847.1	ENSG00000224161
ENSG00000267486	GLUD1P4	ENSG00000267486
ENSG00000267669	AC098847.2	ENSG00000267669
ENSG00000141682	PMAIP1	ENSG00000141682
ENSG00000267066	AC107990.1	ENSG00000267066
ENSG00000267497	NFE2L3P1	ENSG00000267497
ENSG00000239398	RN7SL342P	ENSG00000239398
ENSG00000256704	SDCCAG3P1	ENSG00000256704
ENSG00000267462	AC090377.1	ENSG00000267462
ENSG00000267742	FAM60CP	ENSG00000267742
ENSG00000252555	RNU6-567P	ENSG00000252555
ENSG00000267686	AC090771.2	ENSG00000267686
ENSG00000242060	RPS3AP49	ENSG00000242060
ENSG00000202468	RNU4-17P	ENSG00000202468
ENSG00000267620	AC090771.1	ENSG00000267620
ENSG00000267401	AC090621.1	ENSG00000267401
ENSG00000166603	MC4R	ENSG00000166603
ENSG00000267400	AC010928.2	ENSG00000267400
ENSG00000266915	MRPS5P4	ENSG00000266915
ENSG00000267687	AC010928.3	ENSG00000267687
ENSG00000267382	AC010928.1	ENSG00000267382
ENSG00000267098	AC113137.1	ENSG00000267098
ENSG00000267153	CTBP2P3	ENSG00000267153
ENSG00000267513	HMGN1P31	ENSG00000267513
ENSG00000101542	CDH20	ENSG00000101542
ENSG00000206769	RNU6-116P	ENSG00000206769
ENSG00000243256	RPL30P14	ENSG00000243256
ENSG00000267316	AC090409.2	ENSG00000267316
ENSG00000267279	AC090409.1	ENSG00000267279
ENSG00000267175	AC105094.2	ENSG00000267175
ENSG00000267038	AC105094.1	ENSG00000267038
ENSG00000260440	LINC01544	ENSG00000260440
ENSG00000176641	RNF152	ENSG00000176641
ENSG00000197563	PIGN	ENSG00000197563
ENSG00000267597	RPIAP1	ENSG00000267597
ENSG00000134444	KIAA1468	ENSG00000134444
ENSG00000266900	AC027514.1	ENSG00000266900
ENSG00000267560	AC027514.2	ENSG00000267560
ENSG00000141655	TNFRSF11A	ENSG00000141655
ENSG00000199867	Y_RNA	ENSG00000199867
ENSG00000267341	AC100843.2	ENSG00000267341
ENSG00000241088	AC100843.1	ENSG00000241088
ENSG00000267487	AC100843.3	ENSG00000267487
ENSG00000266920	ACTBP9	ENSG00000266920
ENSG00000141664	ZCCHC2	ENSG00000141664
ENSG00000278017	AC064801.1	ENSG00000278017
ENSG00000279236	AC064801.2	ENSG00000279236
ENSG00000243549	RN7SL705P	ENSG00000243549
ENSG00000081913	PHLPP1	ENSG00000081913
ENSG00000206746	RNU6-142P	ENSG00000206746
ENSG00000171791	BCL2	ENSG00000171791
ENSG00000267766	AC022726.1	ENSG00000267766
ENSG00000283125	AC022726.2	ENSG00000283125
ENSG00000119537	KDSR	ENSG00000119537
ENSG00000267390	AC036176.1	ENSG00000267390
ENSG00000119541	VPS4B	ENSG00000119541
ENSG00000267430	AC036176.2	ENSG00000267430
ENSG00000206075	SERPINB5	ENSG00000206075
ENSG00000269989	AC036176.3	ENSG00000269989
ENSG00000214318	ATP5G1P6	ENSG00000214318
ENSG00000166634	SERPINB12	ENSG00000166634
ENSG00000197641	SERPINB13	ENSG00000197641
ENSG00000206073	SERPINB4	ENSG00000206073
ENSG00000206072	SERPINB11	ENSG00000206072
ENSG00000057149	SERPINB3	ENSG00000057149
ENSG00000166396	SERPINB7	ENSG00000166396
ENSG00000197632	SERPINB2	ENSG00000197632
ENSG00000242550	SERPINB10	ENSG00000242550
ENSG00000221887	HMSD	ENSG00000221887
ENSG00000283667	AC009802.1	ENSG00000283667
ENSG00000166401	SERPINB8	ENSG00000166401
ENSG00000237314	RPL12P39	ENSG00000237314
ENSG00000179676	LINC00305	ENSG00000179676
ENSG00000267134	LINC01924	ENSG00000267134
ENSG00000236392	AC100848.1	ENSG00000236392
ENSG00000266952	LINC01538	ENSG00000266952
ENSG00000275448	AC027506.1	ENSG00000275448
ENSG00000263863	AC007948.1	ENSG00000263863
ENSG00000264131	AC007631.1	ENSG00000264131
ENSG00000264232	LINC01916	ENSG00000264232
ENSG00000265217	AC090358.1	ENSG00000265217
ENSG00000081138	CDH7	ENSG00000081138
ENSG00000263720	AC023394.2	ENSG00000263720
ENSG00000263622	AC023394.1	ENSG00000263622
ENSG00000264685	PRPF19P1	ENSG00000264685
ENSG00000071991	CDH19	ENSG00000071991
ENSG00000238680	RNU6-1037P	ENSG00000238680
ENSG00000263354	MIR5011	ENSG00000263354
ENSG00000264054	AC113195.1	ENSG00000264054
ENSG00000265936	AC091042.1	ENSG00000265936
ENSG00000260578	AC110597.1	ENSG00000260578
ENSG00000171451	DSEL	ENSG00000171451
ENSG00000263424	AC110597.3	ENSG00000263424
ENSG00000265533	AC114689.3	ENSG00000265533
ENSG00000264040	AC022662.1	ENSG00000264040
ENSG00000263594	AC022655.1	ENSG00000263594
ENSG00000265472	AC022655.2	ENSG00000265472
ENSG00000264104	AC114689.1	ENSG00000264104
ENSG00000265555	LINC01903	ENSG00000265555
ENSG00000265240	AC114689.2	ENSG00000265240
ENSG00000264634	AC100844.1	ENSG00000264634
ENSG00000264869	AC068112.1	ENSG00000264869
ENSG00000264699	LINC01912	ENSG00000264699
ENSG00000260747	AC022968.1	ENSG00000260747
ENSG00000265425	AC005909.1	ENSG00000265425
ENSG00000263355	AKR1B10P2	ENSG00000263355
ENSG00000264697	AC067819.1	ENSG00000264697
ENSG00000166479	TMX3	ENSG00000166479
ENSG00000150636	CCDC102B	ENSG00000150636
ENSG00000276092	AC040896.1	ENSG00000276092
ENSG00000263637	AC022035.1	ENSG00000263637
ENSG00000207072	RNU6-39P	ENSG00000207072
ENSG00000264444	AC096708.2	ENSG00000264444
ENSG00000264472	AC096708.3	ENSG00000264472
ENSG00000273584	AC096708.4	ENSG00000273584
ENSG00000264236	AC096708.1	ENSG00000264236
ENSG00000264705	AC090337.1	ENSG00000264705
ENSG00000278532	AC026585.1	ENSG00000278532
ENSG00000206052	DOK6	ENSG00000206052
ENSG00000264845	AC119868.1	ENSG00000264845
ENSG00000265643	AC119868.2	ENSG00000265643
ENSG00000279221	AC068254.2	ENSG00000279221
ENSG00000266840	AC068254.1	ENSG00000266840
ENSG00000150637	CD226	ENSG00000150637
ENSG00000176225	RTTN	ENSG00000176225
ENSG00000170677	SOCS6	ENSG00000170677
ENSG00000266258	LINC01909	ENSG00000266258
ENSG00000266304	LIVAR	ENSG00000266304
ENSG00000266278	LINC01910	ENSG00000266278
ENSG00000265698	LARP7P3	ENSG00000265698
ENSG00000214255	AC091305.1	ENSG00000214255
ENSG00000278971	AC091305.2	ENSG00000278971
ENSG00000239748	RN7SL795P	ENSG00000239748
ENSG00000263417	GTSCR1	ENSG00000263417
ENSG00000265781	AC090415.2	ENSG00000265781
ENSG00000265639	AC090415.1	ENSG00000265639
ENSG00000265484	AC091691.2	ENSG00000265484
ENSG00000263733	AC091691.1	ENSG00000263733
ENSG00000260676	LINC01541	ENSG00000260676
ENSG00000264388	AC090312.1	ENSG00000264388
ENSG00000265946	AC090312.2	ENSG00000265946
ENSG00000265352	LINC01899	ENSG00000265352
ENSG00000260457	AC027458.1	ENSG00000260457
ENSG00000265995	AC069114.1	ENSG00000265995
ENSG00000271313	AC069114.2	ENSG00000271313
ENSG00000141668	CBLN2	ENSG00000141668
ENSG00000264315	HNRNPA1P11	ENSG00000264315
ENSG00000166342	NETO1	ENSG00000166342
ENSG00000265579	AC023301.1	ENSG00000265579
ENSG00000252598	RNA5SP460	ENSG00000252598
ENSG00000263750	MIR548AV	ENSG00000263750
ENSG00000263958	AC091138.1	ENSG00000263958
ENSG00000263711	AC079062.1	ENSG00000263711
ENSG00000261780	AC105243.1	ENSG00000261780
ENSG00000265380	AC079070.1	ENSG00000265380
ENSG00000241866	RN7SL401P	ENSG00000241866
ENSG00000263655	AC090125.1	ENSG00000263655
ENSG00000278902	AC010947.1	ENSG00000278902
ENSG00000141665	FBXO15	ENSG00000141665
ENSG00000075336	TIMM21	ENSG00000075336
ENSG00000260569	AC090398.1	ENSG00000260569
ENSG00000243856	RN7SL551P	ENSG00000243856
ENSG00000166347	CYB5A	ENSG00000166347
ENSG00000206043	C18orf63	ENSG00000206043
ENSG00000235297	AC008021.1	ENSG00000235297
ENSG00000259779	LINC01922	ENSG00000259779
ENSG00000187773	FAM69C	ENSG00000187773
ENSG00000133313	CNDP2	ENSG00000133313
ENSG00000276934	AC009704.2	ENSG00000276934
ENSG00000150656	CNDP1	ENSG00000150656
ENSG00000264340	AC009704.1	ENSG00000264340
ENSG00000264247	LINC00909	ENSG00000264247
ENSG00000215421	ZNF407	ENSG00000215421
ENSG00000278607	AC015819.2	ENSG00000278607
ENSG00000273669	AC015819.1	ENSG00000273669
ENSG00000283452	Clostridiales-1	ENSG00000283452
ENSG00000278911	AC015819.3	ENSG00000278911
ENSG00000180011	ZADH2	ENSG00000180011
ENSG00000179981	TSHZ1	ENSG00000179981
ENSG00000276993	AC116003.3	ENSG00000276993
ENSG00000264116	AC116003.1	ENSG00000264116
ENSG00000206026	SMIM21	ENSG00000206026
ENSG00000266774	AC116003.2	ENSG00000266774
ENSG00000261194	LINC01898	ENSG00000261194
ENSG00000266460	AC021506.1	ENSG00000266460
ENSG00000275827	AC021506.2	ENSG00000275827
ENSG00000264108	AC090457.1	ENSG00000264108
ENSG00000263547	AC011095.1	ENSG00000263547
ENSG00000266743	AC103808.6	ENSG00000266743
ENSG00000264260	LINC01893	ENSG00000264260
ENSG00000264595	AC103808.2	ENSG00000264595
ENSG00000266014	AC103808.4	ENSG00000266014
ENSG00000265717	AC103808.3	ENSG00000265717
ENSG00000264212	AC103808.1	ENSG00000264212
ENSG00000266614	AC103808.5	ENSG00000266614
ENSG00000101493	ZNF516	ENSG00000101493
ENSG00000263982	AC009716.1	ENSG00000263982
ENSG00000280205	AC009716.2	ENSG00000280205
ENSG00000265778	AC018413.1	ENSG00000265778
ENSG00000275763	C18orf65	ENSG00000275763
ENSG00000263812	LINC00908	ENSG00000263812
ENSG00000266256	LINC00683	ENSG00000266256
ENSG00000266312	LINC01927	ENSG00000266312
ENSG00000276397	LINC01879	ENSG00000276397
ENSG00000265934	AC110743.1	ENSG00000265934
ENSG00000265836	CCND3P2	ENSG00000265836
ENSG00000265626	AC139085.1	ENSG00000265626
ENSG00000264278	AC027575.2	ENSG00000264278
ENSG00000252097	RNU6-346P	ENSG00000252097
ENSG00000278107	AC027575.4	ENSG00000278107
ENSG00000130856	ZNF236	ENSG00000130856
ENSG00000244229	AC027575.1	ENSG00000244229
ENSG00000275355	Metazoa_SRP	ENSG00000275355
ENSG00000265261	AC027575.3	ENSG00000265261
ENSG00000266844	AC093330.1	ENSG00000266844
ENSG00000197971	MBP	ENSG00000197971
ENSG00000279811	AC093330.2	ENSG00000279811
ENSG00000275178	AC018529.1	ENSG00000275178
